case_id;known_info;missing_info;question;answer
C0072;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0073;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0073;"harga jauh di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0073;"harga jauh di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0074;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0074;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0074;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0075;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0075;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0075;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0076;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0076;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0076;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0077;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0077;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0077;"harga sesuai pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0078;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0078;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0078;"harga di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0079;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0079;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0079;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0080;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0080;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0080;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0081;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0081;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0081;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0082;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0082;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0082;"harga di bawah pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0083;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0083;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0083;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0084;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0084;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0084;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0085;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0085;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0085;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0086;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0086;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0086;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0087;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0087;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0087;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0088;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0088;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0088;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0089;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0089;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0089;"harga sesuai pasar; penjual dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0090;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0090;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0090;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0091;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0091;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0091;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0092;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0092;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0092;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0093;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0093;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0093;"harga di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0094;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0094;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0094;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0095;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0095;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0095;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0096;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0096;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0096;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0097;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0097;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0097;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0098;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0098;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0098;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0099;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0099;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0099;"harga di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0100;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0100;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0100;"harga sesuai pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0101;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0101;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0101;"harga sesuai pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0102;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0102;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0102;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0103;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0103;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0103;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0104;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0104;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0104;"harga sesuai pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0105;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0105;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0105;"harga di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0106;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0106;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0106;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0107;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0107;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0107;"harga sesuai pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0108;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0108;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0108;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0109;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0109;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0109;"harga di bawah pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0110;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0110;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0110;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0111;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0111;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0111;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0112;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0112;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0112;"harga di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0113;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0113;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0113;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0114;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0114;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0114;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0115;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0115;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0115;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0116;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0116;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0116;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0117;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0117;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0117;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0118;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0118;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0118;"harga di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0119;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0119;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0119;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0120;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0120;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0120;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0121;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0121;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0121;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0122;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0122;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0122;"harga sesuai pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0123;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0123;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0123;"harga di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0124;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0124;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0124;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0125;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0125;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0125;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0126;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0126;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0126;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0127;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0127;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0127;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0128;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0128;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0128;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0129;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0129;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0129;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0130;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0130;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0130;"harga di bawah pasar; penjual dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0131;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0131;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0131;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0132;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0132;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0132;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0133;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0133;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0133;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0134;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0134;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0134;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0135;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0135;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0135;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0136;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0136;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0136;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0137;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0137;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0137;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0138;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0138;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0138;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0139;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0139;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0139;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0140;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0140;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0140;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0141;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0141;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0141;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0142;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0142;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0142;"harga sesuai pasar; penjual dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0143;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0143;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0143;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
